date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:31:24	30184/30184	---MCZ	200	added ('OK')	text/css	etag:%22c16beb346e27fb0536fc95fd1b0f65c7-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/main.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/main.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:25	5077/5077	---MCZ	200	added ('OK')	text/css	etag:%22c74f1e2056f670cd4eccaba258ec6a6c-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkgreen.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkgreen.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:25	255/255	---M--	200	added ('OK')	text/css	etag:%22b0446701230eaf3d07ea8561435e7b64-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/custom.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/custom.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:26	2045/2045	---M-Z	200	added ('OK')	text/css	etag:%2278e65174c0cdcd47bed58896a8e86f9b-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/customizer/main.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/customizer/main.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:27	2531/2531	---M--	200	added ('OK')	image/png	etag:%22b41b0d22822beb14219d30e5a2f2bc16-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/img-kitzu-logo.png	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/img-kitzu-logo.png	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:28	89470/89470	---M--	200	added ('OK')	image/jpeg	etag:%22ff7d14684b0ba83a3626f6a7ed903a85-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/home.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/home.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:29	70943/70943	---M--	200	added ('OK')	image/jpeg	etag:%22ad1b7288f5b4ce7e6f92e5057be77f26-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/info-img.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/info-img.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:29	7759/7759	---M--	200	added ('OK')	image/jpeg	etag:%22c37265deb408d5eb04d3449204c74076-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/client-1.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/client-1.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:30	7855/7855	---M--	200	added ('OK')	image/jpeg	etag:%229b7d4f08c4e497a45d044917807be1bb-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/client-2.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/client-2.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:31	8335/8335	---M--	200	added ('OK')	image/jpeg	etag:%2290569dcaa5e162df098d72c04b6971c2-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/client-3.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/client-3.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:32	32752/32752	---M--	200	added ('OK')	image/jpeg	etag:%22e52f3001a53916c43b42737d1a706b6a-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/item-1.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/item-1.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:33	28998/28998	---M--	200	added ('OK')	image/jpeg	etag:%22d1e762a00d3a42809aad7abb9904ae84-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/item-2.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/item-2.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:34	25240/25240	---M--	200	added ('OK')	image/jpeg	etag:%2275c169fba3bd97a7bd0e6cbb869aa48a-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/item-3.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/item-3.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:35	90698/90698	---M--	200	added ('OK')	image/jpeg	etag:%225e3d659ed4f90320ce68e4eadcce8471-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/item-4.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/item-4.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:35	77119/77119	---M--	200	added ('OK')	image/jpeg	etag:%223e551bf2a2c56d9b70dded3eddb3b98b-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/item-5.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/item-5.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:36	171191/171191	---M--	200	added ('OK')	image/jpeg	etag:%22ec03a8a7c2391861d4b1130697235d3c-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/item-6.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/item-6.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:37	40208/40208	---M--	200	added ('OK')	image/jpeg	etag:%22a22c92e86c2c35a5b1eaad06cadd1cde-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/post-1.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/post-1.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:37	52897/52897	---M--	200	added ('OK')	image/jpeg	etag:%22e6d80aebf2e4706f6030ada602e8cc2a-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/post-2.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/post-2.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:38	40009/40009	---M--	200	added ('OK')	image/jpeg	etag:%22a36b67d5f0eb968cc8dff6f7046199bc-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/post-3.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/post-3.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:39	44728/44728	---M--	200	added ('OK')	image/jpeg	etag:%22771d375ee972766c165c0ed4546079d7-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/post-4.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/post-4.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:40	30815/30815	---M--	200	added ('OK')	image/jpeg	etag:%22f228f305c2497a61e55257a0d944da46-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/post-5.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/post-5.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:41	45636/45636	---M--	200	added ('OK')	image/jpeg	etag:%2204cd54e5397fb26d4799d7f66391c2b1-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/post-6.jpg	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/img/post-6.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:41	5075/5075	---MCZ	200	added ('OK')	text/css	etag:%220126fd3d357af300ed7750bacbe3787c-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-blueviolet.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-blueviolet.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:42	5077/5077	---MCZ	200	added ('OK')	text/css	etag:%22a38fe877eeeaa138c0c520e13d4bcea7-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-nightskyblue.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-nightskyblue.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:43	5077/5077	---MCZ	200	added ('OK')	text/css	etag:%2211bab81d061eb608b2e636cf376d66aa-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-redpink.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-redpink.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:44	5077/5077	---MCZ	200	added ('OK')	text/css	etag:%22dc5a4e0e5d8a440a982c69bd5a003965-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-blue.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-blue.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:45	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%22f4518d4d843636bb0e6463280edb0244-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-cyan.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-cyan.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:46	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%220e0d7b5aec258b646e6cd19e58aedfc0-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkblue.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkblue.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:46	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%2293fff29d18bd76dad529e00e2850d00a-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkmagenta.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkmagenta.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:47	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%2250a4cdff405c3ca92791d1a3f055dabe-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkpink.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkpink.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:48	5075/5075	---MCZ	200	added ('OK')	text/css	etag:%2243dbeaabcece785b6637eca45f92c0cc-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkred.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkred.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:49	5075/5075	---MCZ	200	added ('OK')	text/css	etag:%2268e8b262996557224c00f0a3009f4062-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-green.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-green.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:50	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%2248e614bb6f06a29da28c37eaf5056994-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-indigo.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-indigo.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:50	5098/5098	---M-Z	200	added ('OK')	text/css	etag:%22d10994a30bae1e1f56e9ffda926a9931-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-orange.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-orange.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:51	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%22667ec6b6be79c4ec6ec755970597afb7-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-pink.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-pink.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:52	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%221a81bdc740544b3643269a2e67fe996e-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-purple.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-purple.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:53	5075/5075	---MCZ	200	added ('OK')	text/css	etag:%223fba7577843b273e055fe8393e18c292-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-red.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-red.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:54	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%2222261398e85fe50f502b8305c585b092-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-teal.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-teal.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:55	4956/4956	---MCZ	200	added ('OK')	text/css	etag:%22a0cb4f185e5f206d4085c65e929c3b6f-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-dark.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-dark.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:55	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%22132d64fa5247e401c9a353b5a295a51c-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-yellowgreen.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-yellowgreen.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:56	5085/5085	---MCZ	200	added ('OK')	text/css	etag:%2284f38ae3b3dcdbbb343903fd9df3e0c5-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-tangopink.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-tangopink.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:57	5085/5085	---MCZ	200	added ('OK')	text/css	etag:%22c33c070f225a4848804d629f884eb2b5-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-moodyblue.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-moodyblue.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:58	5077/5077	---M-Z	200	added ('OK')	text/css	etag:%22cd1ccc4d492fe8388fcb32c45493003e-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-brown.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-brown.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:59	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%2224bc2cb64ada2d6db7792f71b102825b-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-royalblue.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-royalblue.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:31:59	5098/5098	---MCZ	200	added ('OK')	text/css	etag:%22dfc384a1f282ea0a38dfb984164d28bb-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkyellow.css	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkyellow.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:32:00	88145/88145	---MCZ	200	added ('OK')	application/javascript	etag:%22d7b45a1262e1504ce4e003ed5afe4395-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/js/jquery.min.js	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/js/jquery.min.js	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:32:01	78635/78635	---MCZ	200	added ('OK')	application/javascript	etag:%2274069402c26783117ccc420415599ade-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/js/bootstrap.bundle.min.js	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:32:02	5594/5594	---MCZ	200	added ('OK')	application/javascript	etag:%221651d96856ebf59f03eb878addc60520-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/js/imagesloaded.pkgd.min.js	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:32:02	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:%220119263eb3ba56ad16a49087c0f79067-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/js/isotope.pkgd.min.js	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:32:03	2247/2247	---M-Z	200	added ('OK')	application/javascript	etag:%22ac237f79f0323396ccefd9bb3465a619-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/js/animatedModal.js	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/js/animatedModal.js	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:32:04	31812/31812	---MCZ	200	added ('OK')	application/javascript	etag:%22fdc8b63ec2258339400e3c092f4776fc-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/js/tiny-slider.js	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/js/tiny-slider.js	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:32:05	6630/6630	---MCZ	200	added ('OK')	application/javascript	etag:%2294e0d3f59f87ead23019aea8c1a60f89-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/js/lity.min.js	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/js/lity.min.js	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:32:06	46363/46363	---MCZ	200	added ('OK')	application/javascript	etag:%2200be419b2e4143e02c19f895edff496b-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/js/simplebar.min.js	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/js/simplebar.min.js	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:32:06	62591/62591	---MCZ	200	added ('OK')	application/javascript	etag:%22e2747cfdfd4e2bf158fa2ef323661bb3-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/js/jquery.mb.YTPlayer.min.js	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/js/jquery.mb.YTPlayer.min.js	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:32:07	6119/6119	---MCZ	200	added ('OK')	application/javascript	etag:%227c7f080df24e26f6d794c1e91577b92e-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/js/main.js	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/js/main.js	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:32:08	338/338	---M--	200	added ('OK')	application/javascript	etag:%22c5f52804f3a28d9fd06962ddb7f26387-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/js/custom.js	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/js/custom.js	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:32:08	0/0	---M--	200	added ('OK')	application/javascript	etag:%220144712dd81be0c3d9724f5e56ce6685-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/customizer/main.js	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/customizer/main.41.delayed	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
08:32:10	112662/112662	---MCZ	200	added ('OK')	application/octet-stream	etag:%2222e46eacca4c6ad44521a56650152b39-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/fonts/ionicons.eot?v=4.5.7	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/fonts/ionicons9a08.eot	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/css/ionicons.min.css)
08:32:11	50556/50556	---M--	200	added ('OK')	font/woff2	etag:%22d9551736bb5a37af2577259f4e619b02-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/fonts/ionicons.woff2?v=4.5.7	C:/My%20Web%20Sites/Portfolio%20Sample/kaleidoscopic-pie-2341a3.netlify.app/template/fonts/ionicons9a08.woff2	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/css/ionicons.min.css)
